,popularity,album.total_tracks,audio_features.acousticness,audio_features.danceability,audio_features.energy,audio_features.instrumentalness,audio_features.loudness,audio_features.liveness,audio_features.tempo,audio_features.mode,audio_features.speechiness,audio_features.valence,audio_features.time_signature,audio_features.key
1080,44,1,0.177,0.862,0.702,0.000246,-4.197,0.144,131.952,0,0.0339,0.423,4,5
1081,85,1,0.636,0.655,0.669,0.0,-4.047,0.245,139.975,1,0.0275,0.436,4,6
1082,84,1,0.738,0.539,0.875,0.0,-4.974,0.356,147.852,0,0.102,0.337,4,11
1083,84,1,0.266,0.5,0.857,0.0,-3.582,0.732,158.074,1,0.0974,0.816,1,2
1084,79,1,0.403,0.492,0.825,0.0,-4.029,0.355,144.363,1,0.157,0.453,4,11
1085,36,1,0.0747,0.903,0.795,0.0,-3.282,0.0733,135.057,0,0.0542,0.942,4,6
1086,79,9,0.309,0.625,0.916,0.0,-3.704,0.906,153.664,1,0.0461,0.746,4,6
1087,74,8,0.396,0.418,0.925,0.0,-2.941,0.766,71.49,1,0.385,0.627,4,1
1088,83,1,0.574,0.656,0.842,0.0,-3.746,0.689,159.918,0,0.201,0.721,4,5
1089,84,19,0.112,0.477,0.922,0.0,-3.394,0.371,101.571,1,0.0606,0.521,4,1
1090,64,11,0.164,0.575,0.806,0.0,-3.735,0.936,94.895,1,0.0398,0.439,4,7
1091,79,6,0.39,0.492,0.821,0.0,-4.146,0.394,153.743,1,0.0507,0.647,4,11
1092,77,1,0.691,0.701,0.664,0.0,-4.42,0.324,104.073,1,0.0284,0.437,4,5
1093,82,1,0.294,0.637,0.908,0.0,-3.26,0.958,133.981,1,0.205,0.641,4,9
1094,69,7,0.469,0.61,0.818,0.0,-5.202,0.245,158.022,1,0.0589,0.736,4,11
1095,47,3,0.271,0.508,0.692,0.0,-4.678,0.46,155.526,1,0.105,0.481,4,9
1096,78,1,0.177,0.657,0.854,0.0,-4.424,0.382,139.958,1,0.0761,0.714,4,8
1097,80,10,0.341,0.762,0.677,0.0,-5.244,0.62,134.054,1,0.0832,0.672,4,0
1098,66,12,0.312,0.63,0.855,0.0,-3.525,0.343,158.043,0,0.0528,0.752,4,0
1099,81,1,0.407,0.75,0.796,0.0,-2.942,0.108,123.011,0,0.0605,0.87,4,8
1100,67,10,0.629,0.576,0.691,0.0,-4.016,0.37,106.045,1,0.0417,0.489,4,1
1101,81,1,0.29,0.82,0.927,0.0,-2.785,0.326,124.003,1,0.0854,0.867,4,10
1102,60,1,0.00868,0.514,0.86,0.0,-5.763,0.347,119.876,1,0.0375,0.36,4,2
1103,80,1,0.473,0.422,0.888,0.0,-3.714,0.824,76.067,1,0.272,0.696,4,4
1104,65,9,0.151,0.623,0.841,0.0,-2.888,0.4,74.891,1,0.0698,0.627,4,4
1105,71,38,0.39,0.359,0.76,0.0,-4.632,0.247,154.136,1,0.0513,0.496,4,10
1106,85,13,0.436,0.682,0.7,0.0,-4.279,0.452,147.989,1,0.0501,0.664,4,10
1107,69,12,0.486,0.673,0.702,0.0,-4.947,0.841,143.931,1,0.0449,0.707,4,0
1108,78,13,0.461,0.708,0.806,0.0,-4.253,0.578,125.075,1,0.0527,0.681,4,4
1109,77,13,0.601,0.67,0.668,0.0,-6.411,0.803,107.995,1,0.0459,0.552,4,2
1110,83,1,0.784,0.686,0.732,0.0,-5.878,0.244,141.944,0,0.0372,0.659,4,1
1111,67,7,0.13,0.483,0.954,0.0,-4.786,0.392,164.109,1,0.18,0.361,4,9
1112,75,1,0.343,0.517,0.646,0.0,-4.761,0.746,146.641,1,0.0478,0.359,4,11
1113,75,9,0.3,0.654,0.948,0.0,-3.672,0.92,158.054,1,0.0548,0.706,4,1
1114,78,1,0.338,0.691,0.708,0.0,-4.821,0.311,160.018,1,0.195,0.602,4,9
1115,77,1,0.23,0.846,0.878,0.0,-3.642,0.175,91.031,1,0.071,0.845,4,7
1116,76,19,0.13,0.483,0.91,0.0,-3.474,0.395,166.057,1,0.0845,0.576,4,11
1117,82,6,0.39,0.359,0.76,0.0,-4.632,0.247,154.136,1,0.0513,0.496,4,10
1118,73,1,0.215,0.656,0.913,0.0,-3.316,0.0827,149.969,1,0.0522,0.745,4,8
1119,85,1,0.179,0.606,0.741,0.0,-3.973,0.722,114.019,1,0.0285,0.239,4,5
1120,78,15,0.449,0.743,0.865,3.05e-06,-3.897,0.297,129.999,1,0.0315,0.794,4,6
1121,73,1,0.108,0.509,0.935,0.0,-3.627,0.907,158.927,1,0.0709,0.769,4,8
1122,74,1,0.168,0.7,0.914,0.0,-3.047,0.761,149.918,0,0.0539,0.776,4,2
1123,68,1,0.602,0.374,0.754,0.0,-5.136,0.579,156.201,1,0.137,0.484,4,7
1124,71,14,0.608,0.596,0.85,0.0,-4.528,0.41,138.057,1,0.0523,0.531,4,11
1125,78,18,0.503,0.726,0.814,0.0,-3.853,0.753,141.934,1,0.031,0.892,4,7
1126,77,1,0.148,0.736,0.818,0.0,-4.605,0.673,125.929,1,0.083,0.86,4,8
1127,68,9,0.105,0.629,0.864,0.0,-4.179,0.431,153.937,1,0.059,0.678,4,3
1128,65,1,0.401,0.569,0.941,0.0,-4.135,0.891,73.776,0,0.312,0.608,4,4
1129,68,9,0.382,0.676,0.824,0.0,-3.675,0.529,118.071,1,0.0657,0.73,3,9
1130,67,19,0.591,0.723,0.75,0.0,-4.599,0.627,105.016,1,0.0854,0.703,4,11
1131,64,23,0.406,0.551,0.87,0.0,-3.75,0.864,99.934,1,0.0985,0.589,4,0
1132,68,19,0.422,0.515,0.845,0.0,-4.349,0.797,139.647,0,0.132,0.64,4,0
1133,75,1,0.582,0.565,0.889,0.0,-2.976,0.427,121.778,1,0.0498,0.473,4,1
1134,78,1,0.149,0.636,0.909,0.0,-3.685,0.719,154.189,1,0.0439,0.61,4,0
1135,73,19,0.78,0.761,0.574,0.0,-8.196,0.459,124.185,1,0.0675,0.605,4,11
1136,80,14,0.498,0.715,0.729,0.0,-4.587,0.164,132.012,1,0.0471,0.717,4,2
1137,72,1,0.518,0.893,0.829,8.69e-06,-5.098,0.0979,146.062,0,0.151,0.498,4,0
1138,71,1,0.353,0.504,0.827,0.0,-2.948,0.101,75.96,1,0.115,0.737,4,1
1139,71,1,0.308,0.644,0.872,0.0,-4.187,0.536,142.02,1,0.0563,0.507,4,5
1140,35,60,0.196,0.673,0.957,0.000502,-4.273,0.41,160.016,1,0.0487,0.897,4,7
1141,67,16,0.486,0.726,0.841,0.0,-2.811,0.778,118.0,1,0.0474,0.773,4,1
1142,66,19,0.293,0.631,0.819,0.0,-5.018,0.586,152.018,1,0.131,0.665,4,7
1143,73,1,0.297,0.633,0.862,0.0,-5.206,0.746,141.981,0,0.0804,0.465,4,0
1144,72,7,0.554,0.732,0.831,0.0,-3.791,0.903,123.942,0,0.0691,0.684,4,0
1145,69,14,0.416,0.612,0.882,0.0,-2.66,0.676,145.974,0,0.0501,0.793,4,5
1146,69,4,0.573,0.713,0.625,0.0,-3.473,0.11,114.023,1,0.0268,0.687,4,0
1147,72,15,0.0302,0.48,0.93,0.0,-4.441,0.689,160.063,1,0.143,0.641,4,2
1148,67,7,0.434,0.427,0.834,0.0,-4.169,0.939,179.089,1,0.0978,0.32,3,10
1149,58,9,0.336,0.66,0.823,0.0,-4.519,0.687,142.797,0,0.138,0.62,4,1
1150,74,13,0.61,0.524,0.647,0.0,-7.117,0.67,139.612,0,0.0463,0.593,4,3
1151,67,10,0.56,0.627,0.816,0.0,-1.889,0.735,123.968,1,0.0405,0.64,4,11
1152,66,2,0.194,0.635,0.789,0.0,-5.037,0.966,106.12,1,0.0365,0.666,4,6
1153,2,3,0.691,0.687,0.589,0.0,-4.244,0.0882,109.482,1,0.0377,0.594,4,3
1154,72,10,0.617,0.486,0.871,0.0,-3.642,0.97,151.175,0,0.258,0.663,4,3
1155,56,15,0.107,0.407,0.927,0.0,-4.762,0.568,180.171,0,0.28,0.375,4,9
1156,67,1,0.126,0.8,0.581,3.82e-06,-5.925,0.224,126.046,0,0.244,0.966,4,1
1157,77,23,0.0186,0.781,0.73,0.0,-6.663,0.133,133.021,0,0.144,0.581,4,11
1158,96,1,0.827,0.537,0.421,0.0,-8.72,0.138,98.224,1,0.0285,0.524,4,5
1159,81,1,0.456,0.765,0.717,1.01e-05,-7.877,0.126,120.025,0,0.349,0.695,4,10
1160,85,1,0.677,0.801,0.832,2.86e-05,-4.579,0.117,132.044,0,0.208,0.758,4,7
1161,76,1,0.168,0.765,0.764,0.000441,-4.265,0.167,82.024,0,0.0542,0.749,4,7
1162,94,1,0.0036,0.744,0.789,0.00144,-4.876,0.0947,116.985,0,0.059,0.866,4,9
1163,29,1,0.378,0.768,0.624,0.0,-8.533,0.136,127.04,0,0.0967,0.788,4,11
1164,79,15,0.441,0.718,0.643,0.0,-7.473,0.113,131.825,0,0.16,0.645,4,4
1165,94,1,0.001,0.638,0.717,1.79e-06,-5.804,0.113,141.904,1,0.0375,0.422,4,8
1166,75,14,0.353,0.775,0.808,4.17e-05,-4.568,0.207,125.013,0,0.0353,0.638,4,7
1167,39,1,0.613,0.747,0.462,0.0,-9.954,0.171,112.96,0,0.0497,0.264,4,1
1168,67,14,0.00852,0.801,0.815,0.0203,-6.861,0.313,140.013,1,0.108,0.629,4,11
1169,59,1,0.0248,0.647,0.992,0.106,-2.748,0.156,124.0,0,0.0971,0.555,4,4
1170,53,1,0.232,0.91,0.574,0.000128,-5.952,0.323,115.025,0,0.0957,0.587,4,4
1171,29,1,0.411,0.589,0.531,0.00199,-12.262,0.119,146.139,1,0.0732,0.169,4,1
1172,72,3,0.00143,0.554,0.91,0.000111,-7.508,0.215,128.996,0,0.0742,0.682,4,6
1173,65,25,0.209,0.842,0.777,8.67e-06,-3.869,0.229,120.081,0,0.226,0.751,4,6
1174,68,18,0.354,0.865,0.537,0.0,-8.359,0.141,126.972,0,0.243,0.659,4,6
1175,68,17,0.368,0.542,0.375,0.0,-8.38,0.103,171.936,0,0.331,0.551,4,10
1176,51,22,0.281,0.867,0.723,0.0,-4.276,0.0934,135.033,1,0.125,0.872,4,0
1177,58,1,0.0265,0.75,0.898,0.0,-3.459,0.247,135.124,0,0.221,0.71,4,4
1178,66,27,0.228,0.805,0.637,0.0,-6.515,0.071,140.045,1,0.0869,0.678,4,6
1179,77,16,0.508,0.724,0.593,0.0,-6.498,0.196,141.901,1,0.0766,0.624,4,9
1180,80,1,0.267,0.434,0.618,0.00061,-7.1,0.102,104.333,0,0.224,0.534,4,1
1181,74,16,0.615,0.777,0.701,1.03e-06,-6.13,0.0843,137.054,0,0.167,0.836,4,6
1182,90,1,0.0908,0.634,0.824,0.0711,-3.394,0.119,137.959,0,0.047,0.371,4,2
1183,66,1,0.208,0.72,0.673,0.0,-7.619,0.212,140.095,1,0.117,0.74,4,8
1184,100,1,0.256,0.75,0.733,0.0,-3.18,0.114,111.018,0,0.0319,0.844,1,6
1185,68,2,0.00903,0.69,0.89,1.61e-05,-4.866,0.188,124.018,0,0.0507,0.713,4,0
1186,88,15,0.255,0.864,0.556,3.85e-06,-7.683,0.112,99.974,0,0.194,0.726,4,2
1187,60,7,0.0145,0.899,0.612,1.64e-06,-6.308,0.118,127.004,0,0.0467,0.859,4,3
1188,53,19,0.106,0.9,0.932,1.54e-05,-8.461,0.0739,119.988,1,0.183,0.882,4,9
1189,67,1,0.0853,0.707,0.778,0.00365,-8.915,0.177,140.988,1,0.221,0.668,4,6
1190,93,1,0.0207,0.671,0.845,0.0,-4.93,0.329,110.056,0,0.048,0.775,4,11
1191,69,1,0.57,0.758,0.599,1.13e-06,-5.99,0.129,129.96,0,0.0877,0.557,4,4
1192,86,1,0.0311,0.587,0.924,0.0171,-5.433,0.23,140.009,0,0.0457,0.509,4,11
1193,65,20,0.258,0.919,0.779,0.0,-4.739,0.0991,138.038,0,0.147,0.941,4,7
1194,25,1,0.0461,0.767,0.69,0.0245,-9.405,0.103,123.997,1,0.143,0.287,4,2
1195,60,13,0.117,0.901,0.939,0.0,-2.762,0.0643,142.948,1,0.274,0.805,4,6
1196,67,8,0.416,0.836,0.879,0.349,-5.187,0.108,112.035,0,0.0433,0.729,4,7
1197,63,18,0.385,0.669,0.537,0.0,-8.833,0.175,134.919,0,0.0885,0.343,4,4
1198,61,1,0.0318,0.844,0.55,0.00117,-7.903,0.107,121.971,0,0.0882,0.788,4,11
1199,62,18,0.336,0.772,0.783,0.0,-6.257,0.163,103.079,0,0.0353,0.71,4,8
1200,71,19,0.108,0.577,0.595,0.000101,-6.084,0.0759,201.892,1,0.173,0.633,4,6
1201,66,19,0.167,0.752,0.669,0.0,-9.817,0.0795,155.997,0,0.251,0.627,4,10
1202,53,21,0.21,0.718,0.712,0.0,-6.483,0.0983,138.025,0,0.0536,0.62,4,4
1203,81,12,0.0927,0.792,0.717,3.59e-05,-4.759,0.226,121.985,0,0.0393,0.466,4,0
1204,61,15,0.362,0.675,0.626,0.0,-5.648,0.0999,192.011,0,0.303,0.512,4,6
1205,70,16,0.517,0.684,0.493,0.0,-7.946,0.0672,119.087,0,0.124,0.501,4,6
1206,54,16,0.454,0.786,0.755,5.03e-06,-7.185,0.138,146.058,1,0.0961,0.665,4,8
1207,61,16,0.155,0.909,0.797,0.0,-4.827,0.166,128.064,0,0.208,0.834,4,5
1208,79,1,0.0282,0.601,0.713,0.0,-3.758,0.158,122.872,0,0.0449,0.464,4,4
1209,72,16,0.392,0.688,0.569,0.000175,-7.007,0.12,109.041,0,0.0375,0.359,4,10
1210,56,15,0.0759,0.825,0.579,0.000529,-5.503,0.249,105.008,1,0.15,0.547,4,7
1211,59,19,0.174,0.907,0.63,0.000293,-6.669,0.376,100.941,0,0.243,0.388,4,6
1212,68,18,0.217,0.844,0.562,0.000636,-7.744,0.114,94.976,0,0.137,0.574,4,2
1213,73,15,0.0662,0.816,0.813,2.77e-06,-7.798,0.602,127.979,0,0.0664,0.436,4,6
1214,93,2,0.00383,0.561,0.965,7.07e-06,-3.673,0.371,128.04,0,0.0343,0.304,4,7
1215,27,1,0.25,0.71,0.547,0.0,-10.375,0.135,126.86,1,0.0838,0.458,4,7
1216,66,24,0.0873,0.781,0.944,0.0795,-2.64,0.117,103.003,0,0.0615,0.965,4,9
1217,88,2,0.00126,0.602,0.91,0.000174,-3.404,0.12,127.944,1,0.0308,0.228,4,7
1218,85,16,0.0368,0.78,0.689,9.69e-06,-5.668,0.0698,115.042,1,0.141,0.642,4,7
1219,62,14,0.488,0.747,0.77,0.0,-4.287,0.0908,140.164,0,0.11,0.4,4,10
1220,63,15,0.268,0.935,0.613,3.1e-06,-6.241,0.0956,116.943,0,0.0662,0.626,4,1
1221,36,4,0.493,0.633,0.696,7.56e-05,-9.597,0.0636,136.929,0,0.0906,0.339,4,11
1222,66,16,0.293,0.777,0.698,2.32e-05,-7.706,0.0908,119.963,0,0.0704,0.119,4,6
1223,64,34,0.407,0.758,0.638,0.0,-7.984,0.178,137.981,0,0.253,0.188,4,1
1224,56,19,0.282,0.782,0.554,0.0,-8.434,0.109,127.098,1,0.383,0.458,4,9
1225,57,24,0.0142,0.809,0.906,0.0,-3.847,0.456,123.997,0,0.0863,0.89,4,0
1226,38,23,0.0332,0.771,0.666,0.0,-7.784,0.216,160.055,0,0.275,0.777,4,11
1227,60,14,0.152,0.835,0.766,0.0,-2.829,0.0918,136.112,1,0.134,0.579,4,1
1228,74,10,0.011,0.536,0.655,0.000498,-7.636,0.106,196.007,0,0.22,0.434,4,11
1229,43,15,0.437,0.764,0.713,0.0,-4.694,0.146,108.024,0,0.042,0.61,4,11
1230,47,14,0.169,0.783,0.853,3.73e-05,-3.67,0.0861,125.954,1,0.101,0.864,4,0
1231,74,15,0.229,0.695,0.63,0.0,-7.16,0.118,130.968,0,0.035,0.55,4,8
1232,56,15,0.396,0.792,0.816,0.0,-6.207,0.0937,105.002,0,0.065,0.855,4,10
1233,62,1,0.312,0.854,0.905,0.0,-5.478,0.0836,134.99,0,0.223,0.865,4,3
1234,59,17,0.26,0.821,0.591,0.0,-7.338,0.102,141.886,1,0.459,0.551,4,1
1235,70,17,0.108,0.959,0.658,6.81e-05,-6.222,0.0979,119.998,0,0.0573,0.691,4,0
1236,67,17,0.835,0.487,0.398,0.0,-9.901,0.12,149.367,0,0.0697,0.905,4,1
1237,74,10,0.272,0.726,0.675,0.0,-8.251,0.121,137.954,1,0.16,0.846,4,1
1238,56,1,0.0184,0.853,0.717,0.0,-4.248,0.0676,125.034,0,0.0376,0.911,4,10
1239,34,2,0.155,0.572,0.845,5.93e-06,-3.281,0.341,149.806,0,0.355,0.523,4,2
1240,65,25,0.115,0.835,0.684,0.000204,-5.678,0.116,95.02,0,0.141,0.633,4,11
1241,65,15,0.065,0.841,0.466,0.0,-8.386,0.0898,110.056,1,0.203,0.744,4,0
1242,64,1,0.167,0.752,0.669,0.0,-9.817,0.0795,155.997,0,0.251,0.627,4,10
1243,71,19,0.76,0.399,0.395,0.0,-10.782,0.0815,98.174,1,0.0593,0.704,4,2
1244,62,1,0.282,0.919,0.621,0.0,-4.9,0.0839,130.12,1,0.274,0.555,4,9
1245,78,2,0.164,0.736,0.906,0.585,-7.589,0.106,137.001,1,0.048,0.698,4,0
1246,71,20,0.306,0.603,0.802,5.06e-05,-5.089,0.124,130.121,0,0.111,0.787,4,4
1247,3,15,0.412,0.793,0.536,0.0,-7.497,0.121,140.09,0,0.0707,0.803,4,9
1248,59,1,0.258,0.919,0.779,0.0,-4.739,0.0991,138.038,0,0.147,0.941,4,7
1249,52,1,0.348,0.703,0.839,5.25e-06,-4.498,0.0827,125.039,0,0.0403,0.786,4,7
1250,57,1,0.0997,0.571,0.937,0.496,-2.682,0.125,125.027,0,0.0336,0.512,4,2
1251,69,17,0.301,0.66,0.72,0.0,-5.874,0.226,99.937,0,0.0753,0.628,4,3
1252,70,18,0.313,0.717,0.774,0.0,-6.927,0.129,103.849,0,0.0515,0.511,4,2
1253,60,1,0.248,0.877,0.356,0.000274,-8.749,0.2,109.932,0,0.188,0.536,5,9
1254,57,1,0.473,0.816,0.684,1.14e-06,-8.478,0.137,89.999,0,0.197,0.815,3,11
1255,69,15,0.441,0.486,0.786,4.46e-06,-6.468,0.077,94.644,0,0.209,0.534,3,4
1256,87,10,0.0134,0.635,0.841,0.0,-5.379,0.0622,109.021,1,0.0422,0.424,4,5
1257,71,15,0.122,0.694,0.81,0.0,-3.556,0.141,137.968,0,0.0661,0.824,4,11
1258,87,1,0.037,0.791,0.862,2.19e-05,-3.24,0.0814,123.994,0,0.11,0.592,4,9
1259,63,1,0.233,0.651,0.829,0.00313,-5.266,0.401,106.62,0,0.128,0.246,4,5
1260,88,7,0.142,0.323,0.737,0.000162,-4.008,0.163,113.26,1,0.0338,0.155,4,10
1261,87,1,0.338,0.362,0.54,0.0,-6.031,0.139,78.007,1,0.0528,0.3,3,10
1262,87,16,0.0529,0.4,0.479,2.14e-06,-7.989,0.115,166.159,0,0.0308,0.213,4,8
1263,78,12,0.591,0.864,0.495,0.000133,-7.036,0.0992,129.062,1,0.037,0.72,4,0
1264,0,13,0.836,0.424,0.557,0.746,-10.873,0.204,123.421,0,0.084,0.329,4,7
1265,93,11,0.0495,0.612,0.807,0.0177,-2.81,0.101,124.053,1,0.0336,0.398,4,10
1266,68,1,0.92,0.538,0.0203,0.019,-23.163,0.104,121.447,1,0.0437,0.103,3,4
1267,89,10,0.748,0.371,0.268,0.0517,-10.506,0.104,102.617,1,0.0281,0.165,3,1
1268,84,12,0.0761,0.858,0.678,0.0,-3.87,0.0741,117.009,0,0.0469,0.922,4,1
1269,74,1,0.839,0.456,0.437,0.0,-11.156,0.218,108.678,1,0.0867,0.209,4,8
1270,72,13,0.695,0.445,0.537,1.6e-05,-8.532,0.0941,122.764,0,0.04,0.131,4,4
1271,44,1,0.342,0.52,0.731,0.00101,-5.338,0.311,173.93,0,0.0557,0.662,4,6
1272,90,1,0.583,0.575,0.648,0.0,-4.891,0.115,75.977,1,0.0358,0.466,4,10
1273,91,14,0.0212,0.68,0.826,1.24e-05,-5.487,0.543,118.051,1,0.0309,0.644,4,0
1274,84,1,0.0215,0.65,0.825,2.44e-05,-4.645,0.0936,118.091,1,0.0325,0.593,4,0
1275,74,1,0.568,0.575,0.366,0.957,-13.644,0.129,100.004,0,0.0281,0.444,4,1
1276,83,1,0.727,0.539,0.508,0.0,-6.05,0.174,101.358,1,0.0288,0.227,3,10
1277,66,15,0.83,0.64,0.355,0.000938,-10.599,0.11,120.063,1,0.0906,0.451,4,5
1278,70,1,0.599,0.464,0.596,0.00196,-6.721,0.248,139.861,1,0.0302,0.464,3,3
1279,79,1,0.0426,0.544,0.855,0.157,-7.461,0.167,171.349,1,0.093,0.517,4,6
1280,90,1,0.583,0.575,0.648,0.0,-4.891,0.115,75.977,1,0.0358,0.466,4,10
1281,78,1,0.0912,0.798,0.675,0.0,-5.041,0.0894,101.956,1,0.0442,0.842,4,6
1282,49,1,0.73,0.691,0.319,1.43e-05,-12.34,0.121,132.015,1,0.035,0.118,4,4
1283,96,12,0.136,0.464,0.417,0.022,-9.345,0.0974,67.528,0,0.0256,0.479,4,0
1284,72,14,0.000967,0.661,0.937,1.59e-05,-3.83,0.355,131.001,0,0.0744,0.535,4,10
1285,69,3,6.53e-05,0.423,0.913,0.0,-5.354,0.269,146.995,1,0.0655,0.596,4,8
1286,37,9,0.763,0.409,0.399,0.654,-10.456,0.112,142.823,1,0.0275,0.161,4,7
1287,69,14,0.158,0.819,0.736,0.00161,-6.504,0.109,120.318,1,0.0416,0.701,4,7
1288,90,1,0.446,0.603,0.784,8.32e-06,-4.023,0.119,172.041,1,0.062,0.769,4,6
1289,54,1,0.0272,0.305,0.8,0.00195,-3.153,0.634,93.194,1,0.0597,0.152,3,7
1290,77,14,0.0387,0.545,0.968,0.00325,-3.553,0.331,169.965,0,0.0853,0.527,4,9
1291,50,5,0.0042,0.58,0.52,0.827,-5.999,0.0904,159.728,1,0.421,0.0582,4,9
1292,91,10,0.049,0.726,0.698,0.0,-4.165,0.309,143.994,1,0.0431,0.867,4,5
1293,82,11,0.166,0.6,0.76,4.09e-05,-6.124,0.189,158.078,0,0.0452,0.519,4,6
1294,90,1,0.777,0.551,0.55,0.0,-5.339,0.202,101.19,1,0.0286,0.342,3,10
1295,65,9,0.000137,0.514,0.968,0.00026,-3.737,0.128,117.878,1,0.19,0.262,3,7
1296,78,13,0.27,0.686,0.794,2.25e-05,-6.136,0.125,140.952,0,0.0385,0.532,3,7
1297,76,15,0.0108,0.46,0.66,0.000139,-6.642,0.34,141.722,1,0.0652,0.18,4,3
1298,52,1,0.135,0.51,0.398,3.78e-06,-8.75,0.0634,119.973,0,0.0558,0.382,4,4
1299,40,1,0.104,0.796,0.868,0.00024,-5.774,0.115,124.981,0,0.0992,0.586,4,10
1300,71,1,0.0492,0.666,0.796,0.0,-6.967,0.0442,110.108,0,0.103,0.61,4,10
1301,77,16,0.381,0.518,0.655,0.0,-6.255,0.271,156.992,1,0.0826,0.29,4,8
1302,76,14,0.283,0.726,0.444,0.143,-8.922,0.177,185.044,0,0.372,0.569,4,8
1303,75,16,0.227,0.879,0.365,0.135,-7.781,0.0583,94.016,1,0.0924,0.663,4,2
1304,66,1,0.00298,0.606,0.819,0.0,-4.804,0.0702,75.006,1,0.049,0.744,4,9
1305,80,1,0.0194,0.935,0.454,0.0,-7.509,0.0824,133.073,1,0.375,0.357,4,1
1306,9,1,0.105,0.69,0.626,0.000335,-5.693,0.0881,184.009,1,0.306,0.912,4,6
1307,64,15,0.0016,0.943,0.641,0.0,-5.598,0.211,99.099,1,0.191,0.242,4,1
1308,70,21,0.0668,0.964,0.605,7.78e-06,-6.223,0.214,129.994,1,0.179,0.646,4,9
1309,0,29,0.0292,0.856,0.746,1.53e-05,-2.728,0.206,98.018,0,0.042,0.761,4,7
1310,84,14,0.404,0.641,0.559,0.00402,-11.132,0.0937,144.982,0,0.0355,0.523,4,7
1311,6,1,0.0911,0.571,0.309,0.0,-9.864,0.215,139.881,0,0.0565,0.133,4,11
1312,80,1,0.232,0.345,0.612,0.0,-6.543,0.194,179.773,0,0.0608,0.232,3,7
1313,80,18,0.041,0.808,0.697,0.0,-5.899,0.0546,95.06,1,0.241,0.554,4,10
1314,83,1,0.0228,0.41,0.611,0.0,-8.271,0.116,185.727,0,0.0467,0.0899,3,4
1315,77,18,0.686,0.713,0.29,0.807,-16.365,0.318,124.941,1,0.0647,0.121,4,7
1316,87,18,0.0293,0.726,0.769,0.0101,-5.043,0.104,97.985,1,0.123,0.733,4,6
1317,75,14,0.111,0.439,0.447,0.0,-8.318,0.303,121.48,0,0.0436,0.11,4,10
1318,90,20,0.00776,0.792,0.625,0.0018,-5.609,0.329,103.967,1,0.0536,0.37,4,1
1319,85,10,0.0933,0.658,0.671,0.000927,-12.21,0.115,100.966,1,0.0363,0.166,4,2
1320,84,22,0.111,0.766,0.283,0.0172,-10.33,0.115,97.04,0,0.0846,0.144,4,8
1321,3,1,0.00274,0.721,0.499,0.0,-9.975,0.0914,126.036,0,0.0338,0.289,4,10
1322,64,1,0.464,0.968,0.785,4.7e-06,-8.084,0.272,119.953,0,0.32,0.803,4,7
1323,81,11,0.00425,0.583,0.61,0.000105,-5.639,0.14,114.06,0,0.0382,0.336,4,5
1324,86,1,0.199,0.631,0.927,0.119,-2.787,0.148,123.962,0,0.0332,0.465,4,9
1325,65,9,0.00346,0.723,0.809,0.00123,-3.081,0.565,98.007,0,0.0625,0.274,4,7
1326,77,20,0.107,0.772,0.65,1.13e-06,-5.202,0.0905,125.083,0,0.0306,0.262,4,6
1327,3,1,0.27,0.581,0.585,6.48e-05,-1.87,0.179,67.443,1,0.369,0.63,3,1
1328,73,1,0.00406,0.8,0.837,0.00313,-2.807,0.0904,100.015,0,0.0491,0.702,4,6
1329,84,12,0.21,0.749,0.463,0.0382,-8.433,0.338,90.035,1,0.0842,0.189,4,11
1330,77,1,0.075,0.696,0.817,0.0,-3.862,0.187,98.064,1,0.109,0.782,4,1
1331,89,9,0.013,0.853,0.56,0.0,-4.961,0.0944,134.066,1,0.0406,0.86,4,1
1332,78,16,0.22,0.725,0.708,0.0,-5.331,0.777,130.029,0,0.0756,0.555,4,5
1333,80,16,0.0467,0.576,0.593,0.000767,-6.024,0.237,157.993,0,0.0306,0.373,4,9
1334,82,1,0.0392,0.738,0.868,0.00169,-4.373,0.388,122.003,0,0.0731,0.336,4,11
1335,84,9,0.0466,0.742,0.882,0.0,-2.862,0.206,102.04,1,0.117,0.463,4,7
1336,72,16,0.0223,0.672,0.593,0.0,-4.01,0.214,98.02,0,0.0304,0.438,4,11
1337,85,15,0.213,0.646,0.823,0.0,-4.123,0.322,128.035,0,0.0394,0.418,4,2
1338,85,14,0.152,0.774,0.753,0.0,-5.446,0.0371,119.002,0,0.0517,0.896,4,4
1339,59,1,0.0736,0.608,0.798,0.0,-5.092,0.156,92.943,0,0.0432,0.501,4,6
1340,76,13,0.0561,0.592,0.8,2.01e-06,-4.931,0.0775,89.972,0,0.215,0.728,4,6
1341,87,1,0.037,0.791,0.862,2.19e-05,-3.24,0.0814,123.994,0,0.11,0.592,4,9
1342,54,17,0.0291,0.682,0.701,0.000643,-7.517,0.298,121.989,0,0.0327,0.402,4,0
1343,84,15,0.0211,0.596,0.856,0.0178,-3.556,0.141,127.949,0,0.0346,0.743,4,4
1344,84,14,0.31,0.579,0.736,0.0,-3.863,0.198,127.999,0,0.0527,0.613,4,6
1345,84,20,0.109,0.773,0.75,0.0,-4.009,0.174,123.426,0,0.117,0.783,4,8
1346,51,1,0.0724,0.69,0.537,0.0,-9.727,0.327,76.065,1,0.225,0.854,4,11
