,popularity,album.total_tracks,audio_features.acousticness,audio_features.danceability,audio_features.energy,audio_features.instrumentalness,audio_features.loudness,audio_features.liveness,audio_features.tempo,audio_features.mode,audio_features.speechiness,audio_features.valence,audio_features.time_signature,audio_features.key
539,0,1,0.00905,0.847,0.862,0.00122,-2.87,0.085,99.996,0,0.0765,0.445,4,0
540,44,1,0.0234,0.733,0.61,9.77e-06,-7.593,0.0625,195.898,0,0.129,0.885,4,5
541,34,1,0.268,0.729,0.716,0.392,-5.93,0.109,103.892,1,0.24,0.5,4,7
542,63,12,0.115,0.916,0.476,2.13e-05,-8.852,0.0992,103.997,1,0.321,0.545,4,7
543,0,5,0.126,0.686,0.567,0.0,-6.508,0.202,199.827,1,0.327,0.606,4,1
544,53,1,0.745,0.507,0.548,0.0,-6.509,0.198,136.041,0,0.38,0.51,5,1
545,0,1,0.431,0.868,0.805,0.000205,-5.654,0.0814,115.027,1,0.111,0.399,4,0
546,59,1,0.26,0.615,0.575,4.27e-06,-6.515,0.324,134.791,0,0.4,0.552,5,7
547,78,2,0.169,0.897,0.665,4.02e-05,-4.718,0.217,115.05,0,0.0713,0.601,4,4
548,77,16,0.508,0.724,0.593,0.0,-6.498,0.196,141.901,1,0.0766,0.624,4,9
549,61,16,0.103,0.767,0.58,0.00093,-6.372,0.111,106.928,0,0.058,0.68,4,2
550,70,16,0.517,0.684,0.493,0.0,-7.946,0.0672,119.087,0,0.124,0.501,4,6
551,71,1,0.561,0.498,0.83,0.192,-6.123,0.144,81.118,0,0.293,0.476,4,4
552,67,16,0.727,0.63,0.554,4.17e-06,-6.547,0.11,101.999,0,0.0672,0.616,4,11
553,70,16,0.839,0.674,0.445,0.0,-11.317,0.0988,135.001,0,0.147,0.541,4,5
554,72,14,0.182,0.777,0.554,1.7e-06,-8.179,0.0477,129.933,1,0.0572,0.27,4,2
555,71,14,0.0597,0.756,0.736,4.98e-06,-7.719,0.0373,115.985,1,0.0443,0.612,4,11
556,67,20,0.232,0.786,0.543,0.0,-6.246,0.105,155.008,0,0.0774,0.341,4,1
557,67,17,0.256,0.789,0.633,1.31e-06,-6.269,0.092,138.097,1,0.0734,0.262,4,2
558,73,1,0.348,0.713,0.59,1.99e-06,-8.651,0.123,138.065,0,0.196,0.578,4,2
559,47,17,0.0282,0.467,0.666,0.0,-6.124,0.138,113.147,0,0.0657,0.311,5,11
560,69,14,0.499,0.642,0.695,5.14e-05,-8.972,0.0852,176.134,0,0.0549,0.956,4,7
561,67,25,0.215,0.851,0.567,0.0,-8.074,0.0998,119.969,1,0.231,0.446,4,2
562,62,26,0.174,0.608,0.464,0.0,-9.659,0.712,83.781,0,0.192,0.274,4,0
563,63,12,0.482,0.657,0.643,2.08e-06,-6.661,0.189,82.516,0,0.0433,0.394,4,8
564,54,14,0.203,0.597,0.554,0.0,-9.061,0.111,130.767,0,0.385,0.452,4,8
565,74,15,0.229,0.695,0.63,0.0,-7.16,0.118,130.968,0,0.035,0.55,4,8
566,58,18,0.113,0.671,0.578,0.0,-6.542,0.0733,130.045,1,0.0863,0.565,4,6
567,60,17,0.835,0.487,0.398,0.0,-9.901,0.12,149.367,0,0.0697,0.905,4,1
568,67,18,0.207,0.799,0.67,0.0,-7.09,0.103,144.062,0,0.172,0.787,4,5
569,53,15,0.55,0.764,0.441,0.0,-9.951,0.135,117.034,0,0.146,0.444,4,1
570,64,17,0.389,0.62,0.558,0.0,-9.689,0.192,74.934,0,0.203,0.492,4,5
571,54,1,0.00883,0.828,0.787,2.22e-05,-7.439,0.227,144.05,1,0.253,0.495,4,2
572,40,17,0.162,0.787,0.476,3.62e-06,-9.503,0.148,86.493,1,0.108,0.355,4,1
573,53,1,0.179,0.924,0.596,0.0,-7.823,0.0729,128.053,0,0.306,0.829,4,10
574,47,15,0.451,0.759,0.618,1.38e-05,-9.306,0.103,95.115,1,0.0691,0.814,4,0
575,45,15,0.788,0.569,0.367,0.0,-10.715,0.103,156.022,1,0.0352,0.537,4,4
576,81,1,0.859,0.735,0.449,0.0,-9.933,0.213,146.016,0,0.383,0.514,4,2
577,90,1,0.186,0.916,0.583,0.0,-8.067,0.0798,141.095,1,0.241,0.661,4,1
578,76,20,0.264,0.753,0.719,0.0,-5.607,0.154,94.977,0,0.199,0.474,4,10
579,74,16,0.615,0.777,0.701,1.03e-06,-6.13,0.0843,137.054,0,0.167,0.836,4,6
580,77,4,0.339,0.92,0.682,2.08e-06,-4.82,0.112,140.071,1,0.368,0.697,4,1
581,75,16,0.174,0.668,0.436,0.0,-7.932,0.0951,80.431,0,0.391,0.363,4,8
582,70,15,0.474,0.648,0.599,6.81e-06,-8.611,0.121,120.985,0,0.0799,0.213,4,7
583,56,14,0.8,0.461,0.365,0.000611,-10.537,0.152,113.009,0,0.0417,0.294,4,2
584,56,14,0.135,0.788,0.567,0.0,-8.076,0.187,114.0,0,0.163,0.517,4,10
585,70,14,0.331,0.866,0.702,0.000156,-8.965,0.0519,117.99,1,0.136,0.861,4,8
586,61,14,0.258,0.776,0.82,0.089,-8.071,0.195,115.046,0,0.0849,0.576,4,1
587,66,14,0.401,0.849,0.778,0.00016,-7.097,0.129,114.021,0,0.0397,0.71,4,0
588,73,14,0.547,0.825,0.767,4.6e-06,-7.893,0.0914,115.957,1,0.0418,0.857,4,5
589,72,14,0.245,0.852,0.599,0.0,-8.608,0.151,111.992,0,0.091,0.668,4,5
590,60,14,0.338,0.744,0.681,0.0,-8.966,0.0821,114.029,1,0.164,0.755,4,1
591,65,14,0.0379,0.572,0.706,0.0122,-9.019,0.113,114.004,1,0.117,0.158,4,2
592,58,14,0.5,0.628,0.779,1.49e-06,-8.202,0.133,112.902,1,0.144,0.325,4,1
593,65,14,0.512,0.755,0.675,1.41e-06,-6.973,0.117,112.049,1,0.0918,0.783,4,10
594,78,14,0.692,0.778,0.801,0.000155,-7.326,0.0912,104.986,0,0.106,0.914,4,6
595,58,14,0.269,0.78,0.654,2.08e-06,-9.628,0.136,114.02,0,0.115,0.281,4,2
596,52,14,0.581,0.587,0.632,0.124,-11.539,0.148,102.752,0,0.0438,0.743,4,9
597,64,5,0.183,0.647,0.65,0.0,-6.101,0.125,194.159,0,0.105,0.959,4,3
598,72,5,0.0114,0.787,0.807,0.0,-5.797,0.277,106.994,1,0.0323,0.22,4,5
599,61,5,0.0122,0.694,0.852,0.0,-4.787,0.159,118.069,1,0.0684,0.247,4,2
600,60,5,0.0025,0.735,0.78,0.0,-5.189,0.637,104.986,1,0.0617,0.626,4,1
601,64,5,0.192,0.703,0.811,1.8e-05,-5.042,0.101,101.973,0,0.0354,0.622,4,6
602,72,2,0.242,0.742,0.763,0.0,-6.488,0.146,143.125,0,0.243,0.865,4,2
603,60,16,0.66,0.747,0.51,0.0,-9.563,0.113,129.064,1,0.352,0.759,4,8
604,62,16,0.408,0.833,0.49,0.0,-8.892,0.0887,130.007,1,0.0877,0.665,4,7
605,62,16,0.363,0.542,0.58,0.0,-5.592,0.0762,87.881,0,0.256,0.434,1,2
606,58,1,0.373,0.867,0.515,0.0,-9.668,0.108,138.954,0,0.205,0.425,4,8
607,76,1,0.395,0.764,0.564,0.0,-6.93,0.0667,141.97,0,0.0802,0.729,4,6
608,73,1,0.481,0.821,0.404,0.0346,-10.915,0.13,113.978,0,0.0704,0.487,4,5
609,71,12,0.516,0.869,0.566,6.32e-06,-6.536,0.111,142.021,0,0.112,0.771,4,0
610,69,12,0.192,0.705,0.57,2.43e-05,-8.647,0.143,136.009,0,0.0999,0.362,4,4
611,69,12,0.241,0.821,0.711,0.000796,-4.819,0.0882,111.003,1,0.0626,0.397,4,9
612,76,12,0.575,0.735,0.678,3.97e-05,-5.395,0.0936,145.9,1,0.0959,0.708,4,6
613,79,12,0.203,0.605,0.668,0.0,-7.03,0.165,147.078,0,0.0817,0.567,4,10
614,67,12,0.653,0.437,0.534,0.0,-9.74,0.192,75.65,0,0.374,0.354,4,4
615,70,12,0.197,0.86,0.552,5.25e-05,-4.368,0.0691,104.012,1,0.296,0.718,4,1
616,75,12,0.122,0.685,0.649,0.0,-7.635,0.177,139.981,1,0.168,0.0754,4,1
617,71,12,0.428,0.579,0.634,0.0,-7.111,0.118,139.941,0,0.0582,0.724,4,6
618,68,12,0.159,0.51,0.746,1.34e-06,-6.124,0.164,111.982,0,0.0606,0.169,1,5
619,73,12,0.139,0.702,0.693,0.0,-4.941,0.0702,87.973,0,0.191,0.572,4,5
620,69,12,0.762,0.639,0.39,0.0,-9.088,0.111,145.925,0,0.0393,0.498,4,5
621,80,1,0.267,0.434,0.618,0.00061,-7.1,0.102,104.333,0,0.224,0.534,4,1
622,64,1,0.474,0.903,0.754,0.0,-6.472,0.129,117.961,1,0.148,0.928,4,8
623,55,2,0.662,0.581,0.502,0.0,-9.34,0.11,130.088,1,0.292,0.534,4,2
624,57,7,0.379,0.415,0.786,0.0,-5.604,0.153,192.408,0,0.172,0.458,4,0
625,0,1,0.127,0.332,0.531,0.0,-6.09,0.189,146.5,1,0.0396,0.11,4,4
626,76,1,0.187,0.671,0.418,0.215,-14.124,0.132,91.866,0,0.0371,0.607,4,6
627,81,18,0.0189,0.708,0.731,4.47e-06,-4.872,0.129,116.975,1,0.0345,0.379,4,3
628,72,1,0.14,0.441,0.793,0.0,-5.307,0.068,156.147,1,0.0431,0.348,4,1
629,80,26,0.000219,0.461,0.887,0.0,-4.871,0.104,95.964,0,0.0429,0.411,4,11
630,66,1,0.00428,0.368,0.863,1.94e-05,-4.171,0.201,172.954,0,0.048,0.399,4,11
631,82,36,0.123,0.498,0.764,3.07e-05,-5.006,0.119,147.984,1,0.0309,0.489,4,4
632,71,24,0.134,0.448,0.632,0.0,-4.083,0.317,76.968,1,0.0297,0.418,4,5
633,79,6,0.0603,0.696,0.555,0.0,-7.035,0.175,104.989,1,0.0353,0.577,4,11
634,75,17,0.628,0.661,0.707,1.85e-06,-7.19,0.0852,105.917,1,0.0285,0.385,4,7
635,72,2,0.25,0.509,0.793,0.0,-3.229,0.236,165.964,1,0.0376,0.767,4,1
636,93,16,0.554,0.429,0.453,2e-06,-7.746,0.102,77.639,1,0.0459,0.155,4,0
637,67,7,0.195,0.404,0.835,0.0,-6.193,0.326,175.914,0,0.0789,0.535,4,1
638,80,16,0.259,0.431,0.837,0.0,-5.067,0.0879,170.041,1,0.0432,0.648,4,9
639,70,1,0.0529,0.585,0.854,0.0,-5.693,0.137,119.99,0,0.0593,0.328,4,11
640,82,1,0.0585,0.647,0.477,0.0,-8.264,0.159,142.034,1,0.0356,0.477,4,6
641,67,3,0.524,0.442,0.608,0.0,-6.262,0.185,159.779,1,0.0331,0.378,4,6
642,75,1,8.66e-05,0.457,0.725,0.000126,-5.979,0.13,141.936,1,0.0318,0.318,4,1
643,73,2,0.11,0.484,0.753,5.95e-06,-5.23,0.193,80.995,1,0.0503,0.281,4,2
644,72,1,0.234,0.591,0.756,1.44e-06,-4.573,0.097,139.991,1,0.0403,0.46,3,8
645,81,17,0.0875,0.662,0.77,0.0,-4.887,0.35,132.057,1,0.0367,0.769,4,0
646,77,1,0.0686,0.479,0.926,0.0,-2.014,0.0983,140.154,1,0.0495,0.564,4,10
647,72,1,0.0769,0.592,0.796,0.0,-5.59,0.103,132.029,1,0.0284,0.512,4,6
648,71,1,0.171,0.684,0.686,0.0,-4.833,0.173,110.476,1,0.0287,0.501,4,4
649,71,1,0.0419,0.467,0.908,0.0,-4.164,0.277,160.036,0,0.0511,0.459,4,11
650,72,1,0.0272,0.604,0.881,0.0,-4.036,0.263,104.942,1,0.0544,0.74,4,11
651,72,1,0.0164,0.659,0.865,0.0,-4.416,0.134,126.998,1,0.0541,0.761,4,7
652,73,2,0.0171,0.586,0.884,0.0,-4.105,0.108,129.938,1,0.0448,0.665,4,11
653,85,1,0.0878,0.65,0.689,0.0,-3.543,0.172,136.03,1,0.0449,0.294,4,0
654,78,1,0.0258,0.518,0.557,2.46e-06,-4.839,0.156,111.865,1,0.0332,0.216,3,1
655,82,1,0.0016,0.353,0.77,0.598,-11.066,0.109,145.225,0,0.0493,0.224,4,1
656,74,1,0.347,0.442,0.644,1.73e-06,-5.787,0.128,117.379,0,0.0378,0.34,4,10
657,70,14,0.345,0.375,0.75,9.15e-06,-4.048,0.0943,178.636,1,0.0328,0.565,3,5
658,73,1,0.00686,0.647,0.776,0.0,-5.221,0.119,103.919,1,0.0514,0.268,4,7
659,75,1,0.0177,0.559,0.704,0.0,-7.686,0.0821,89.985,1,0.0338,0.422,4,2
660,74,1,0.00281,0.529,0.866,0.00526,-5.816,0.0287,116.004,0,0.0452,0.55,4,3
661,68,1,0.0175,0.544,0.875,0.0,-4.608,0.122,115.017,1,0.0411,0.481,4,0
662,62,5,0.0557,0.764,0.758,1.45e-05,-5.44,0.102,112.01,1,0.0316,0.669,4,9
663,66,1,0.0223,0.538,0.842,0.000341,-5.309,0.257,125.989,1,0.0816,0.505,4,9
664,66,1,0.0387,0.444,0.826,0.0,-5.475,0.324,78.037,1,0.0364,0.298,4,5
665,82,8,0.47,0.427,0.278,2.22e-05,-8.83,0.135,85.633,1,0.0331,0.374,3,10
666,69,6,0.218,0.658,0.865,0.0,-4.282,0.264,152.029,1,0.0354,0.826,4,11
667,72,21,0.169,0.463,0.595,0.027,-5.952,0.359,162.983,1,0.0282,0.454,4,0
668,70,1,0.428,0.567,0.524,0.0,-5.537,0.0963,77.076,1,0.0296,0.129,4,0
669,81,1,0.379,0.683,0.554,0.00011,-7.487,0.0845,85.455,0,0.05,0.452,4,6
670,75,1,0.844,0.534,0.409,0.000656,-9.559,0.115,127.357,1,0.0378,0.243,4,7
671,75,1,0.673,0.619,0.564,0.0,-6.517,0.184,129.944,1,0.0302,0.419,4,4
672,78,1,0.0415,0.512,0.709,4.25e-06,-5.766,0.107,97.981,1,0.0329,0.261,4,2
673,84,1,0.753,0.522,0.223,0.0,-9.561,0.165,97.045,0,0.0345,0.439,4,1
674,80,13,0.382,0.564,0.612,0.0,-5.018,0.11,83.03,1,0.0248,0.146,3,0
675,90,11,0.543,0.82,0.452,0.00294,-9.796,0.0714,117.401,1,0.0348,0.74,4,1
676,13,12,0.0866,0.454,0.91,0.0996,-7.766,0.116,125.116,1,0.0448,0.629,4,6
677,87,30,0.179,0.666,0.855,1.2e-06,-5.051,0.0987,125.639,0,0.0295,0.803,4,9
678,52,14,0.757,0.486,0.448,0.0,-9.133,0.0852,152.864,1,0.0342,0.17,3,7
679,83,10,0.22,0.71,0.799,0.000602,-4.897,0.349,120.372,1,0.0328,0.725,4,6
680,85,10,0.112,0.933,0.528,0.312,-6.472,0.163,109.967,0,0.161,0.754,4,5
681,41,11,0.00142,0.511,0.85,0.000319,-3.534,0.0984,94.038,1,0.0301,0.426,4,0
682,75,11,0.372,0.537,0.789,2.66e-05,-5.578,0.138,123.763,0,0.0549,0.527,4,10
683,72,11,0.403,0.555,0.698,0.0,-8.874,0.0851,168.12,1,0.0287,0.816,4,0
684,0,14,0.24,0.522,0.707,2.04e-05,-7.113,0.156,76.05,0,0.0354,0.572,4,5
685,75,14,0.165,0.383,0.662,0.0,-5.162,0.248,121.154,1,0.0333,0.138,4,2
686,0,9,0.627,0.445,0.378,0.0,-15.257,0.0758,142.061,1,0.0381,0.406,4,1
687,60,18,0.123,0.386,0.706,8.33e-05,-6.05,0.298,140.249,1,0.0326,0.509,4,7
688,0,40,0.122,0.631,0.354,0.0,-9.471,0.253,105.0,0,0.026,0.685,4,5
689,0,14,0.0805,0.523,0.435,1.28e-05,-10.054,0.068,131.237,1,0.0279,0.238,4,1
690,62,32,0.17,0.48,0.529,4.27e-06,-7.825,0.257,81.527,1,0.0275,0.469,4,6
691,0,9,0.213,0.768,0.852,7.45e-05,-6.215,0.0723,128.374,1,0.038,0.867,4,4
692,68,13,0.335,0.512,0.588,0.000806,-8.591,0.0963,144.521,1,0.0276,0.242,4,7
693,0,12,0.0505,0.558,0.364,5.02e-06,-11.258,0.0753,142.171,0,0.0265,0.17,3,4
694,86,9,0.00574,0.579,0.508,0.000494,-9.484,0.0575,147.125,1,0.027,0.609,4,2
695,3,10,0.115,0.721,0.939,3.79e-05,-11.823,0.108,113.309,1,0.0376,0.914,4,8
696,90,10,0.018,0.573,0.902,0.00125,-7.638,0.0928,84.412,0,0.054,0.876,4,6
697,61,15,0.183,0.755,0.604,0.0336,-9.84,0.128,97.8,0,0.0454,0.491,4,2
698,75,6,0.318,0.684,0.573,0.028,-12.3,0.306,107.363,1,0.0261,0.716,4,5
699,28,16,0.241,0.657,0.76,0.000108,-8.22,0.35,93.34,0,0.0385,0.437,4,9
700,79,15,0.225,0.668,0.73,0.0,-7.182,0.188,92.049,1,0.0366,0.894,4,10
701,70,15,0.525,0.526,0.358,0.0,-7.239,0.0942,78.989,0,0.0243,0.399,3,4
702,2,10,0.0425,0.511,0.574,2.33e-05,-7.016,0.105,119.917,1,0.0273,0.161,4,5
703,0,11,0.297,0.453,0.543,0.0,-10.106,0.0928,151.362,1,0.0366,0.282,4,0
704,0,16,0.108,0.539,0.583,0.0,-4.935,0.111,86.063,0,0.0275,0.337,4,1
705,1,16,0.732,0.428,0.276,5.33e-06,-11.729,0.117,99.195,1,0.0312,0.0382,1,4
706,79,37,0.333,0.742,0.883,7.51e-06,-3.419,0.0964,136.506,1,0.0329,0.978,4,0
707,0,11,0.0298,0.643,0.801,0.0,-4.921,0.0719,95.988,1,0.0228,0.534,4,6
708,83,8,0.271,0.62,0.573,0.0,-11.893,0.0607,81.548,1,0.0423,0.897,4,0
709,75,15,0.0613,0.497,0.719,0.0,-9.397,0.411,95.769,1,0.0266,0.547,4,6
710,76,12,0.101,0.309,0.596,0.0,-5.599,0.21,164.587,1,0.0293,0.161,3,5
711,82,12,0.0804,0.743,0.836,0.0,-6.465,0.384,113.375,1,0.116,0.82,4,2
712,75,10,0.313,0.513,0.262,5.51e-06,-16.875,0.456,108.383,1,0.0276,0.357,4,0
713,80,12,0.00313,0.551,0.643,0.00385,-13.091,0.421,128.661,1,0.0353,0.514,4,4
714,81,10,0.487,0.726,0.449,1.34e-06,-9.206,0.0824,130.388,1,0.0286,0.294,4,0
715,78,12,0.332,0.548,0.294,3.34e-06,-17.112,0.0392,76.698,1,0.0333,0.491,4,10
716,85,29,0.13,0.574,0.628,0.0,-8.815,0.271,153.119,0,0.036,0.803,4,2
717,77,11,0.0165,0.756,0.422,0.00183,-12.967,0.0368,112.751,0,0.0292,0.487,4,11
718,72,11,0.056,0.398,0.57,0.00125,-7.068,0.0606,140.974,1,0.034,0.234,4,4
719,80,12,0.845,0.332,0.214,5.62e-06,-12.518,0.0839,67.531,1,0.0349,0.11,4,4
720,78,14,0.117,0.383,0.659,0.0,-5.558,0.0778,140.795,1,0.0312,0.327,4,4
721,1,13,0.452,0.623,0.127,0.0,-14.935,0.114,91.625,1,0.0306,0.237,4,6
722,77,11,0.368,0.583,0.602,0.0,-6.364,0.22,74.008,1,0.0274,0.388,4,11
723,79,11,0.396,0.339,0.208,0.000519,-16.725,0.18,98.54,1,0.0308,0.288,3,0
724,84,11,0.161,0.565,0.564,0.0,-10.044,0.114,134.355,1,0.0292,0.454,4,2
725,66,20,0.522,0.45,0.525,2.43e-06,-6.893,0.254,187.525,1,0.0271,0.371,3,3
726,90,59,0.347,0.645,0.795,0.00389,-12.095,0.104,112.067,1,0.0527,0.535,4,7
727,82,16,0.0163,0.294,0.641,0.22,-9.316,0.112,79.759,1,0.0291,0.226,4,11
728,64,10,0.244,0.747,0.674,0.0819,-11.686,0.0838,124.289,1,0.031,0.746,4,9
729,74,28,0.378,0.588,0.656,0.00227,-6.373,0.042,79.701,1,0.0224,0.746,4,3
730,5,10,0.121,0.579,0.654,3.62e-06,-12.421,0.0673,129.537,0,0.0553,0.616,4,1
731,62,18,0.00539,0.754,0.496,0.000152,-8.7,0.0871,119.186,1,0.0351,0.341,4,0
732,51,13,0.25,0.773,0.558,0.35,-16.376,0.0827,127.519,1,0.0425,0.933,4,0
733,0,41,0.142,0.716,0.855,0.00164,-4.0,0.0536,128.05,1,0.0426,0.531,4,1
734,79,12,0.712,0.619,0.603,0.0,-9.481,0.0721,127.433,1,0.0342,0.958,4,9
735,66,18,0.34,0.52,0.652,5.49e-05,-6.655,0.256,80.609,1,0.0274,0.722,4,5
736,0,12,0.27,0.456,0.385,0.0,-10.451,0.277,70.843,0,0.0462,0.206,4,0
737,2,13,0.0154,0.307,0.635,0.00483,-8.957,0.366,166.973,1,0.0339,0.304,4,7
738,86,16,0.225,0.692,0.711,0.0,-7.498,0.12,125.135,0,0.0317,0.875,4,0
739,84,10,0.101,0.768,0.864,0.0,-6.145,0.162,110.008,1,0.0324,0.891,4,11
740,30,10,0.323,0.576,0.526,2.01e-06,-8.524,0.0548,122.06,1,0.0325,0.147,4,6
741,75,10,0.42,0.489,0.483,0.0028,-9.466,0.236,136.822,0,0.0275,0.333,4,9
742,57,10,0.00309,0.673,0.752,0.0,-7.978,0.112,120.041,0,0.0491,0.576,4,9
743,0,11,0.643,0.663,0.475,0.0,-8.834,0.122,143.175,1,0.0417,0.644,4,1
744,86,13,0.0475,0.559,0.868,0.000176,-5.276,0.776,156.295,1,0.17,0.609,4,5
745,0,60,0.0704,0.713,0.452,0.0,-7.645,0.12,97.009,1,0.0499,0.521,4,4
746,0,9,0.0745,0.547,0.822,0.00943,-7.201,0.0645,130.138,1,0.0292,0.774,4,0
747,79,11,0.8,0.395,0.252,0.0,-13.589,0.101,177.679,1,0.0301,0.126,4,0
748,78,11,0.156,0.429,0.594,4.95e-06,-6.251,0.1,150.22,1,0.0277,0.236,4,4
749,73,9,0.396,0.727,0.537,0.000789,-9.785,0.349,121.493,1,0.0295,0.954,4,7
750,75,24,0.292,0.59,0.338,0.0131,-13.101,0.121,110.581,0,0.03,0.322,3,11
751,70,18,0.238,0.42,0.574,0.000115,-5.149,0.127,170.549,1,0.0292,0.218,4,4
752,1,10,0.0403,0.624,0.531,1.21e-06,-13.23,0.0914,128.08,1,0.0408,0.743,4,4
753,62,9,0.0586,0.657,0.803,0.0226,-8.08,0.0583,129.861,1,0.0392,0.834,4,1
754,82,48,0.145,0.431,0.723,0.0,-5.887,0.374,130.141,1,0.0568,0.19,4,8
755,88,13,0.00125,0.315,0.715,7.97e-06,-8.072,0.0942,155.925,0,0.0362,0.497,3,11
756,71,12,0.412,0.625,0.426,0.0,-8.4,0.116,110.021,0,0.0271,0.112,4,2
757,82,10,0.0082,0.652,0.917,0.0,-6.72,0.0509,132.975,1,0.0548,0.459,4,6
758,0,12,0.0221,0.691,0.791,0.0148,-7.974,0.0643,128.736,1,0.0373,0.904,4,10
759,72,10,0.025,0.752,0.723,0.00354,-12.126,0.0212,130.519,1,0.0507,0.94,4,7
760,68,35,0.159,0.564,0.911,4.36e-05,-5.39,0.118,173.938,1,0.0536,0.582,4,2
761,88,10,0.0778,0.532,0.887,0.000214,-3.757,0.294,122.511,1,0.0335,0.795,4,0
762,85,58,0.009,0.545,0.67,0.000822,-8.81,0.0451,151.553,1,0.0496,0.481,4,9
763,75,13,0.734,0.5,0.554,3.72e-06,-8.108,0.312,84.229,1,0.0354,0.372,4,9
764,82,10,0.0158,0.625,0.726,0.000169,-11.402,0.0625,124.945,0,0.0444,0.507,4,11
765,77,10,0.396,0.783,0.836,0.0236,-9.223,0.135,108.966,0,0.0486,0.831,4,0
766,55,9,0.176,0.358,0.51,0.00434,-15.077,0.118,112.957,0,0.0322,0.226,4,0
767,77,8,0.727,0.476,0.381,0.0,-10.238,0.0614,121.948,0,0.0342,0.33,4,5
768,84,13,0.023,0.526,0.749,1.76e-06,-6.964,0.0692,99.982,1,0.0283,0.421,4,3
769,34,18,0.00315,0.48,0.427,0.00442,-7.961,0.338,80.078,1,0.0243,0.148,4,7
770,79,11,0.0148,0.439,0.422,4.84e-05,-17.227,0.0697,81.833,1,0.0409,0.551,4,8
771,82,32,0.0465,0.382,0.589,0.0,-7.315,0.122,140.059,0,0.0267,0.335,4,9
772,0,1,0.139,0.791,0.558,0.0,-9.328,0.0784,145.889,1,0.21,0.805,4,0
773,67,1,0.126,0.8,0.581,3.82e-06,-5.925,0.224,126.046,0,0.244,0.966,4,1
774,76,1,0.395,0.764,0.564,0.0,-6.93,0.0667,141.97,0,0.0802,0.729,4,6
775,81,1,0.456,0.765,0.717,1.01e-05,-7.877,0.126,120.025,0,0.349,0.695,4,10
776,80,1,0.267,0.434,0.618,0.00061,-7.1,0.102,104.333,0,0.224,0.534,4,1
777,0,15,0.171,0.687,0.666,3.45e-05,-7.263,0.0809,139.977,0,0.0727,0.436,4,6
778,85,1,0.677,0.801,0.832,2.86e-05,-4.579,0.117,132.044,0,0.208,0.758,4,7
779,79,12,0.203,0.605,0.668,0.0,-7.03,0.165,147.078,0,0.0817,0.567,4,10
780,77,23,0.0186,0.781,0.73,0.0,-6.663,0.133,133.021,0,0.144,0.581,4,11
781,0,23,0.168,0.929,0.619,0.0,-5.677,0.122,131.942,1,0.297,0.442,4,1
782,72,17,0.0961,0.926,0.537,0.00101,-8.247,0.0885,111.029,0,0.342,0.693,4,11
783,79,15,0.441,0.718,0.643,0.0,-7.473,0.113,131.825,0,0.16,0.645,4,4
784,36,1,0.172,0.781,0.653,0.0,-7.846,0.0964,133.989,0,0.25,0.576,4,7
785,74,1,0.364,0.776,0.811,4.83e-05,-4.571,0.21,125.027,0,0.0346,0.659,4,7
786,87,1,0.333,0.504,0.527,0.0,-7.765,0.0976,117.866,1,0.0976,0.234,4,10
787,18,18,0.463,0.801,0.604,0.00378,-6.525,0.111,125.024,0,0.21,0.534,4,5
788,76,1,0.168,0.765,0.764,0.000441,-4.265,0.167,82.024,0,0.0542,0.749,4,7
789,72,8,0.374,0.663,0.792,0.0,-4.483,0.192,151.975,0,0.147,0.684,4,1
790,76,19,0.354,0.696,0.607,0.0,-6.72,0.159,91.452,0,0.152,0.392,3,11
791,68,1,0.142,0.934,0.807,1.99e-05,-4.286,0.299,127.967,1,0.173,0.878,4,6
792,82,1,0.219,0.798,0.681,0.00197,-4.818,0.137,101.005,0,0.0722,0.434,4,10
793,76,12,0.575,0.735,0.678,3.97e-05,-5.395,0.0936,145.9,1,0.0959,0.708,4,6
794,39,1,0.187,0.709,0.885,1.63e-05,-6.02,0.111,145.218,0,0.246,0.782,4,6
795,25,1,0.871,0.576,0.672,7.48e-05,-7.382,0.134,104.198,0,0.236,0.472,3,4
796,75,23,0.601,0.959,0.777,0.00262,-6.119,0.098,118.037,0,0.311,0.869,4,5
797,74,1,0.0586,0.813,0.596,0.0,-9.172,0.0766,117.274,1,0.536,0.681,4,0
798,58,1,0.244,0.765,0.744,0.000223,-9.147,0.0966,117.989,0,0.0644,0.523,4,1
799,30,1,0.0475,0.848,0.386,0.000244,-14.951,0.113,99.03,0,0.253,0.271,4,10
800,77,16,0.508,0.724,0.593,0.0,-6.498,0.196,141.901,1,0.0766,0.624,4,9
801,73,1,0.028,0.604,0.603,0.0,-6.582,0.108,82.601,0,0.149,0.395,4,9
802,75,13,0.357,0.738,0.593,0.0,-8.461,0.11,72.494,0,0.28,0.477,4,10
803,70,1,0.268,0.821,0.663,0.0,-7.199,0.113,129.985,0,0.125,0.556,4,11
804,35,1,0.0146,0.561,0.524,0.0,-8.835,0.106,129.135,1,0.442,0.166,4,1
805,74,10,0.011,0.536,0.655,0.000498,-7.636,0.106,196.007,0,0.22,0.434,4,11
806,73,23,0.23,0.841,0.56,0.0,-6.75,0.167,95.947,0,0.395,0.624,4,5
807,53,1,0.232,0.91,0.574,0.000128,-5.952,0.323,115.025,0,0.0957,0.587,4,4
808,72,1,0.0297,0.71,0.712,0.00138,-7.436,0.0975,162.106,0,0.3,0.596,4,11
